template,nonholdout_n,nonholdout_sessions,top_action,top_count,purity,holdout_n,nonholdout_action_counts,example_prompt,holdout_non_au_matches,changed_rows,fixed,broken,wrong_to_wrong,macro_f1,delta_vs_base,passes_judge_gate,passes_safe_gate
고친 거 회귀 안 나는지 뷰 테스트만 빨리 돌려봐,2,2,run_tests,2,1.0,1,"{""run_tests"": 2}",고친 거 회귀 안 나는지 뷰 테스트만 빨리 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
다시 돌려보자,2,2,run_tests,2,1.0,1,"{""run_tests"": 2}",다시 돌려보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
뭐가 깨졌나... 아 기존 테스트가 평문 비교하고 있었네. 테스트도 해시 검증으로 바꿔,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",뭐가 깨졌나... 아 기존 테스트가 평문 비교하고 있었네. 테스트도 해시 검증으로 바꿔,1,0,0,0,0,0.7387722812652203,0.0,False,False
방금 만든 스크립트 한번 실행해보자 잘 뜨나,2,2,run_bash,2,1.0,1,"{""run_bash"": 2}",방금 만든 스크립트 한번 실행해보자 잘 뜨나,1,0,0,0,0,0.7387722812652203,0.0,False,False
버전 테스트 있나 돌려보고,2,2,run_tests,2,1.0,1,"{""run_tests"": 2}",버전 테스트 있나 돌려보고,1,0,0,0,0,0.7387722812652203,0.0,False,False
"베이스 이미지가 python:<NUM>-slim이네요. 근데 dbt 깔 때 멀티스테이지 빌드 쓰는 게 요즘 권장이라고 들었는데 제가 잘 몰라서요, 관련해서 좀 찾아봐 주실래요?",2,2,web_search,2,1.0,1,"{""web_search"": 2}","베이스 이미지가 python:3.9-slim이네요. 근데 dbt 깔 때 멀티스테이지 빌드 쓰는 게 요즘 권장이라고 들었는데 제가 잘 몰라서요, 관련해서 좀 찾아봐 주실래요?",1,0,0,0,0,0.7387722812652203,0.0,False,False
빌드 스테이지랑 런타임 스테이지 분리해서 jre slim 베이스로 다시 써줘,2,2,write_file,2,1.0,1,"{""write_file"": 2}",빌드 스테이지랑 런타임 스테이지 분리해서 jre slim 베이스로 다시 써줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
빌드가 자꾸 깨져서 도대체 왜 그런지 좀 봐야겠어. 일단 빌드 한번 돌려봐,2,2,run_tests,2,1.0,1,"{""run_tests"": 2}",빌드가 자꾸 깨져서 도대체 왜 그런지 좀 봐야겠어. 일단 빌드 한번 돌려봐,1,0,0,0,0,0.7387722812652203,0.0,False,False
"사운드 매니저 새로 하나 빼고 싶은데, <<IDENT>> 관리하는 클래스 골격으로 새 파일 하나 만들어줄래?",2,2,write_file,2,1.0,1,"{""write_file"": 2}","사운드 매니저 새로 하나 빼고 싶은데, 효과음/배경음 관리하는 클래스 골격으로 새 파일 하나 만들어줄래?",1,0,0,0,0,0.7387722812652203,0.0,False,False
실행 스크립트에서도 그 플래그 기본으로 넘기게 한 줄 추가,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",실행 스크립트에서도 그 플래그 기본으로 넘기게 한 줄 추가,1,0,0,0,0,0.7387722812652203,0.0,False,False
"아 <<IDENT>>()나 랜덤 값을 setup에서 바로 쓰면 그렇게 된다는 거구나. 그럼 일단 그 페이지 코드를 봐야겠다, 열어줄래?",2,2,glob_pattern,2,1.0,1,"{""glob_pattern"": 2}","아 Date.now()나 랜덤 값을 setup에서 바로 쓰면 그렇게 된다는 거구나. 그럼 일단 그 페이지 코드를 봐야겠다, 열어줄래?",0,0,0,0,0,0.7387722812652203,0.0,False,False
여기에 node_count 변수 하나 추가해줘 기본값 2로,2,2,edit_file,2,1.0,1,"{""edit_file"": 2}",여기에 node_count 변수 하나 추가해줘 기본값 2로,0,0,0,0,0,0.7387722812652203,0.0,False,False
역시 <<IDENT>> 하드코딩. events 쪽도 똑같지?,2,2,read_file,2,1.0,1,"{""read_file"": 2}",역시 'wh_default' 하드코딩. events 쪽도 똑같지?,0,0,0,0,0,0.7387722812652203,0.0,False,False
역시 디바운스나 잠금 같은게 하나도 없네. 이 버튼 쓰는데가 많을텐데 얼마나 되는지 좀,2,2,list_directory,2,1.0,1,"{""list_directory"": 2}",역시 디바운스나 잠금 같은게 하나도 없네. 이 버튼 쓰는데가 많을텐데 얼마나 되는지 좀,1,0,0,0,0,0.7387722812652203,0.0,False,False
유저 목록 조회가 전부 한방에 내려와서 느려. 페이지네이션 붙이려는데 지금 목록 뽑는 데가 어디어디 있는지부터 훑자,2,2,grep_search,2,1.0,1,"{""grep_search"": 2}",유저 목록 조회가 전부 한방에 내려와서 느려. 페이지네이션 붙이려는데 지금 목록 뽑는 데가 어디어디 있는지부터 훑자,1,0,0,0,0,0.7387722812652203,0.0,False,False
유저 스토어 액션 몇 개 갈아엎었는데 전체 테스트 한 번 다 돌려줘,2,2,run_bash,2,1.0,1,"{""run_bash"": 2}",유저 스토어 액션 몇 개 갈아엎었는데 전체 테스트 한 번 다 돌려줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
잘 뜨네 ㅎㅎ url 관련 테스트도 돌려둬,2,2,lint_or_typecheck,2,1.0,1,"{""lint_or_typecheck"": 2}",잘 뜨네 ㅎㅎ url 관련 테스트도 돌려둬,0,0,0,0,0,0.7387722812652203,0.0,False,False
재현되는지 events DAG 한번 돌려보자,2,2,run_bash,2,1.0,1,"{""run_bash"": 2}",재현되는지 events DAG 한번 돌려보자,1,0,0,0,0,0.7387722812652203,0.0,False,False
"좋네요 그 순서대로 가요. 근데 early stopping은 보통 validation loss가 몇 epoch 동안 안 좋아지면 멈추잖아요, best 기준을 loss로 할지 metric으로 할지 헷갈려서요. 일반적으로 어떻게들 하는지 문서 좀 찾아봐줄 수 있어요?",2,2,ask_user,2,1.0,1,"{""ask_user"": 2}","좋네요 그 순서대로 가요. 근데 early stopping은 보통 validation loss가 몇 epoch 동안 안 좋아지면 멈추잖아요, best 기준을 loss로 할지 metric으로 할지 헷갈려서요. 일반적으로 어떻게들 하는지 문서 좀 찾아봐줄 수 있어요?",0,0,0,0,0,0.7387722812652203,0.0,False,False
타입 안 깨졌나 lib 전체 한번 점검해줘,2,2,run_bash,2,1.0,1,"{""run_bash"": 2}",타입 안 깨졌나 lib 전체 한번 점검해줘,1,0,0,0,0,0.7387722812652203,0.0,False,False
테라폼에서 노드 개수를 변수로 빼고싶어. <<IDENT>> 먼저 보여줄래?,2,2,read_file,2,1.0,1,"{""read_file"": 2}",테라폼에서 노드 개수를 변수로 빼고싶어. Button.tsx 먼저 보여줄래?,0,0,0,0,0,0.7387722812652203,0.0,False,False
패키지 54개면 적지 않네 ㅠ 멀티스테이지로 나누면 빌드 캐시 잘 탄다던데 데이터 파이프라인 도커 이미지 최적화하는 법 좀 검색해줄래?,2,2,plan_task,2,1.0,1,"{""plan_task"": 2}",패키지 54개면 적지 않네 ㅠ 멀티스테이지로 나누면 빌드 캐시 잘 탄다던데 데이터 파이프라인 도커 이미지 최적화하는 법 좀 검색해줄래?,0,0,0,0,0,0.7387722812652203,0.0,False,False
환경 노트가 따로 없어서 헷갈리네. 지금 파악한 <<IDENT>> 흐름을 새 파일로 하나 적어두자,2,2,write_file,2,1.0,1,"{""write_file"": 2}",환경 노트가 따로 없어서 헷갈리네. 지금 파악한 빌드/런 흐름을 새 파일로 하나 적어두자,1,0,0,0,0,0.7387722812652203,0.0,False,False
2번 실패 후 3번째 성공으로 가자. 그걸로 테스트 추가해,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",2번 실패 후 3번째 성공으로 가자. 그걸로 테스트 추가해,0,0,0,0,0,0.7387722812652203,0.0,False,False
32이었구나. 새 DAG들 늘어나서 64로 올려줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",32이었구나. 새 DAG들 늘어나서 64로 올려줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
4개나ㅠ 어떤 패키지가 문제인지 위에 결과 정리해서 보여줘,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",4개나ㅠ 어떤 패키지가 문제인지 위에 결과 정리해서 보여줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> <<IDENT>> 외부 이미지 도메인 허용 설정이 들어있나 보게,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",dags/etl_events.py 열어봐dags/etl_events.py 외부 이미지 도메인 허용 설정이 들어있나 보게,0,0,0,0,0,0.7387722812652203,0.0,False,False
"<<IDENT>> CLI에 --retries 옵션을 새로 넣으려는데, 음수나 이상한 값 들어왔을 때 깔끔하게 막고 싶어. 일단 단계 좀 잡아줄래?",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","src/components/Button.tsx CLI에 --retries 옵션을 새로 넣으려는데, 음수나 이상한 값 들어왔을 때 깔끔하게 막고 싶어. 일단 단계 좀 잡아줄래?",0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> Config 함수에 그 로테이션 방식 반영해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",dags/etl_users.py Config 함수에 그 로테이션 방식 반영해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> and <<IDENT>> both have a normalize() thing i think. confirm?,2,2,read_file,2,1.0,0,"{""read_file"": 2}",UserControllerTest.java and UserControllerTest.java both have a normalize() thing i think. confirm?,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> — does it compute anything beyond accuracy? curious what metrics we report,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",deployment.yaml — does it compute anything beyond accuracy? curious what metrics we report,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 그 라인 보여줘,2,2,read_file,2,1.0,0,"{""read_file"": 2}",terraform/main.tf 그 라인 보여줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 그 부분 직접 보고 싶다,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",variables.tf 그 부분 직접 보고 싶다,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 그거 하나만 콕 집어서 돌려봐,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",src/main/java/com/app/repository/UserRepository.java 그거 하나만 콕 집어서 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 로깅 좀 넣고 싶은데 파이썬 표준 logging이 회전 핸들러까지 기본으로 되나? 헷갈려서,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",src/api/client.ts에 로깅 좀 넣고 싶은데 파이썬 표준 logging이 회전 핸들러까지 기본으로 되나? 헷갈려서,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 본체 열어,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",main.tf 본체 열어,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 본체 열어줘,2,2,read_file,2,1.0,0,"{""read_file"": 2}",parser.go 본체 열어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 비슷한 게 있다고 했죠? 그쪽도 <<IDENT>> 어느 게 진짜 쓰이는 건지 봐야해요,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",tests/test_models.py에도 비슷한 게 있다고 했죠? 그쪽도 봐주세요tests/test_models.py 어느 게 진짜 쓰이는 건지 봐야해요,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 새로 하나 만들어줘. 입력값 디바운스해서 onSearch 콜백 쏘는 형태로,2,2,write_file,2,1.0,0,"{""write_file"": 2}",airflow.cfg 새로 하나 만들어줘. 입력값 디바운스해서 onSearch 콜백 쏘는 형태로,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 안에 로그인이랑 토큰 발급이 한 함수에 다 들어가 있던데 그거 좀 쪼개자,2,2,read_file,2,1.0,0,"{""read_file"": 2}",package.json 안에 로그인이랑 토큰 발급이 한 함수에 다 들어가 있던데 그거 좀 쪼개자,0,0,0,0,0,0.7387722812652203,0.0,False,False
"<<IDENT>> 안에 세션 검증 로직이 두 군데로 나뉘어 있는 느낌인데, 일단 이 파일 전체 좀 펼쳐봐. 어떻게 짜여 있는지 다시 보고 정리 방향 잡으려고 천천히",2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}","src/main/resources/application.yml 안에 세션 검증 로직이 두 군데로 나뉘어 있는 느낌인데, 일단 이 파일 전체 좀 펼쳐봐. 어떻게 짜여 있는지 다시 보고 정리 방향 잡으려고 천천히",0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 안에 중복 로직이 많은 거 같아. 우선 전체적으로 어떤 직렬화 클래스들 있는지 보자,2,2,read_file,2,1.0,0,"{""read_file"": 2}",serializers.py 안에 중복 로직이 많은 거 같아. 우선 전체적으로 어떤 직렬화 클래스들 있는지 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 안에 함수가 너무 몰려있어서 좀 쪼개고 싶은데 지금 뭐가 들어있더라,2,2,read_file,2,1.0,0,"{""read_file"": 2}",tsconfig.json 안에 함수가 너무 몰려있어서 좀 쪼개고 싶은데 지금 뭐가 들어있더라,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 좀 열어서 어떤 뷰들 있는지 보여줄래? 이름이 다 제각각인 거 같아서 ㅠ,2,2,read_file,2,1.0,0,"{""read_file"": 2}",src/screens/Home.tsx 좀 열어서 어떤 뷰들 있는지 보여줄래? 이름이 다 제각각인 거 같아서 ㅠ,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 진입 직후에 경고가 한 줄 뜨는데 정확히 뭐 때문인지 모르겠어. 일단 그 파일부터 열어보자,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",k8s/deployment.yaml 진입 직후에 경고가 한 줄 뜨는데 정확히 뭐 때문인지 모르겠어. 일단 그 파일부터 열어보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 쪽 로깅도 거의 똑같은지 확인하고 싶어요,2,2,read_file,2,1.0,0,"{""read_file"": 2}",requirements.txt 쪽 로깅도 거의 똑같은지 확인하고 싶어요,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 쪽 모듈 구조 좀 보고 싶은데 디렉토리에 뭐 있어?,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",ingress.yaml 쪽 모듈 구조 좀 보고 싶은데 디렉토리에 뭐 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 쪽 열어봐,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",configs/large.yaml 쪽 열어봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 쪽 한번 열어봐,2,2,read_file,2,1.0,0,"{""read_file"": 2}",src/models/transformer.py 쪽 한번 열어봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 쪽도 같이 맞춰야겠죠? 그것도 손봐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",pages/index.vue 쪽도 같이 맞춰야겠죠? 그것도 손봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 타겟 위에 release 타겟 추가해줘 ldflags 박아서,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",build/test 타겟 위에 release 타겟 추가해줘 ldflags 박아서,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 통째로 새로 써줘. variant(<<IDENT>>)랑 disabled 상태만 깔끔하게 받게,2,2,write_file,2,1.0,0,"{""write_file"": 2}",main.py 통째로 새로 써줘. variant(primary/ghost)랑 disabled 상태만 깔끔하게 받게,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 통째로 한번 보자,2,2,read_file,2,1.0,0,"{""read_file"": 2}",go.sum 통째로 한번 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
<<IDENT>> 현재 내용부터 확인,2,2,read_file,2,1.0,0,"{""read_file"": 2}",src/main.py 현재 내용부터 확인,0,0,0,0,0,0.7387722812652203,0.0,False,False
"<<IDENT>>.py 쪽에 헤더 관련 규칙이 들어가 있는 거 같은데, header- 로 시작하는 클래스 다 찾아봐",2,2,list_directory,2,1.0,0,"{""list_directory"": 2}","main.urls.py 쪽에 헤더 관련 규칙이 들어가 있는 거 같은데, header- 로 시작하는 클래스 다 찾아봐",0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> children 감싸는 데 프로바이더 넣으면 되겠다. 근데 토스트 컴포넌트 이미 있나? 한번 검색,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",RootLayout children 감싸는 데 프로바이더 넣으면 되겠다. 근데 토스트 컴포넌트 이미 있나? 한번 검색,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> is missing. add it,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",existsByEmail is missing. add it,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> looks like the right place. quick q before i commit to an approach — what's the cleanest pattern for toggling a theme class on the body these days? can you look that up,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",bindEvents looks like the right place. quick q before i commit to an approach — what's the cleanest pattern for toggling a theme class on the body these days? can you look that up,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> nests the store provider inside the nav container which feels backwards. is that the bug?,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",withProviders nests the store provider inside the nav container which feels backwards. is that the bug?,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> prop 받아서 0보다 크면 빨간 뱃지 띄우게 추가해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",unreadCount prop 받아서 0보다 크면 빨간 뱃지 띄우게 추가해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 그 부분 좀 열어봐,2,2,read_file,2,1.0,0,"{""read_file"": 2}",useAuth 그 부분 좀 열어봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘 한 번만,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",AssertionError 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘 한 번만,0,0,0,0,0,0.7387722812652203,0.0,False,False
"<IDENT> 라인이랑, 그거 도는지 확인하는 스텝을 CI에도 같이 넣자. 두 파일 한 번에 패치해줘",2,2,edit_file,2,1.0,0,"{""edit_file"": 2}","HEALTHCHECK 라인이랑, 그거 도는지 확인하는 스텝을 CI에도 같이 넣자. 두 파일 한 번에 패치해줘",0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 로직 재활용하면 되겠네. 콜백 함수로 빼는 작업 단계 좀 나눠줘 손대기 전에,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",SlackAlertOperator 로직 재활용하면 되겠네. 콜백 함수로 빼는 작업 단계 좀 나눠줘 손대기 전에,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 버전 올리면 될 듯한데 거기 손봐,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",compileSdk 버전 올리면 될 듯한데 거기 손봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 변수에 상대경로 박혀있어서 cwd 다르면 깨지네. 절대경로 기준으로 고쳐,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",CONFIG 변수에 상대경로 박혀있어서 cwd 다르면 깨지네. 절대경로 기준으로 고쳐,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 상속받는 <IDENT> 새 파일로 하나 짜줘. 큰 파일 청크로 읽는 용도,2,2,write_file,2,1.0,0,"{""write_file"": 2}",BaseDataset 상속받는 StreamingDataset 새 파일로 하나 짜줘. 큰 파일 청크로 읽는 용도,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 안에서 빈 줄만 거르고 있구나. 거기다 # 주석도 같이 건너뛰게 고쳐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",NewClient 안에서 빈 줄만 거르고 있구나. 거기다 # 주석도 같이 건너뛰게 고쳐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 에서 <<IDENT>>() 로 시간 찍는 데가 <<IDENT>> 다르겠네. config 쪽은 어떻게 감싸고 있어?,2,2,read_file,2,1.0,0,"{""read_file"": 2}",UserBadge 에서 Date.now() 로 시간 찍는 데가 서버/클라 다르겠네. config 쪽은 어떻게 감싸고 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 패턴 보이네. 그럼 completion 커맨드 새 파일로 하나 까자,2,2,write_file,2,1.0,0,"{""write_file"": 2}",AddCommand 패턴 보이네. 그럼 completion 커맨드 새 파일로 하나 까자,0,0,0,0,0,0.7387722812652203,0.0,False,False
<IDENT> 핸들러랑 서비스 양쪽에서 에러 응답코드 일관되게 맞춰서 같이 손봐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",updateUser 핸들러랑 서비스 양쪽에서 에러 응답코드 일관되게 맞춰서 같이 손봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<NUM> ㄱㄱ 그걸로 올려줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",24 ㄱㄱ 그걸로 올려줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
<NUM> 잡아서 refresh 하는 인터셉터 패턴 요즘 권장되는거 있나 한번 검색,2,2,web_search,2,1.0,0,"{""web_search"": 2}",401 잡아서 refresh 하는 인터셉터 패턴 요즘 권장되는거 있나 한번 검색,0,0,0,0,0,0.7387722812652203,0.0,False,False
@<<IDENT>> 있네 굿. 그럼 헤더에 검색 인풋 하나 넣고 입력 디바운스 걸자. 헤더부터 다시 보자 먼저요,2,2,read_file,2,1.0,0,"{""read_file"": 2}",@vueuse/core 있네 굿. 그럼 헤더에 검색 인풋 하나 넣고 입력 디바운스 걸자. 헤더부터 다시 보자 먼저요,0,0,0,0,0,0.7387722812652203,0.0,False,False
API에 retry 로직 넣을 거야. <<IDENT>> 좀 보여줘,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",API에 retry 로직 넣을 거야. README.md 좀 보여줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
App에서도 init 실패하면 로딩 풀고 에러 상태로 넘어가게 해야지. 거기 손봐,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",App에서도 init 실패하면 로딩 풀고 에러 상태로 넘어가게 해야지. 거기 손봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
Avatar를 components 쪽 새 파일로 추출해줘,2,2,write_file,2,1.0,0,"{""write_file"": 2}",Avatar를 components 쪽 새 파일로 추출해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
Button 테스트는 안 건드렸지? 한번 돌려보자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",Button 테스트는 안 건드렸지? 한번 돌려보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
ButtonProps에 loading?: boolean 넣고 true면 <IDENT> 띄우게 해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",ButtonProps에 loading?: boolean 넣고 true면 ActivityIndicator 띄우게 해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
CI 빨간불 떠있길래 들어옴. 테스트 뭐가 깨지는지부터 보자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",CI 빨간불 떠있길래 들어옴. 테스트 뭐가 깨지는지부터 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
CI 워크플로 어떤 잡들 도는지 확인하고싶어,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",CI 워크플로 어떤 잡들 도는지 확인하고싶어,0,0,0,0,0,0.7387722812652203,0.0,False,False
CI 파이프라인 설정 어떻게 돼 있어?,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",CI 파이프라인 설정 어떻게 돼 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
CI 파이프라인 지금 뭐 돌리는지 좀 보자,2,2,read_file,2,1.0,0,"{""read_file"": 2}",CI 파이프라인 지금 뭐 돌리는지 좀 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
CMD를 <<IDENT>> 실행하는 걸로 바꿔줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",CMD를 run_train.sh 실행하는 걸로 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
DAG들 전체에서 하드코딩된 테이블 이름 쓰는 데 좀 있을것같은데 어디어디 있나 한번 훑어줘,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",DAG들 전체에서 하드코딩된 테이블 이름 쓰는 데 좀 있을것같은데 어디어디 있나 한번 훑어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
Dockerfile 명령에 빌드 커밋 해시도 같이 찍히게 하고 싶은데 지금 Dockerfile 어떻게 생겼어?,2,2,read_file,2,1.0,0,"{""read_file"": 2}",Dockerfile 명령에 빌드 커밋 해시도 같이 찍히게 하고 싶은데 지금 Dockerfile 어떻게 생겼어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
Dockerfile에서 <IDENT> 설치하는 부분 그대로 잡히겠지? 한번 봐줘,2,2,read_file,2,1.0,0,"{""read_file"": 2}",Dockerfile에서 README 설치하는 부분 그대로 잡히겠지? 한번 봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
"Dockerfile에서 캐시 레이어 순서도 비효율 같은데, <IDENT> 순서 바꾸는 게 나을까 아니면 그냥 둘까?",2,2,web_search,2,1.0,0,"{""web_search"": 2}","Dockerfile에서 캐시 레이어 순서도 비효율 같은데, COPY 순서 바꾸는 게 나을까 아니면 그냥 둘까?",0,0,0,0,0,0.7387722812652203,0.0,False,False
Encoder.forward는 softmax 안 거치고 raw logit 뱉네. 근데 라벨이 <NUM>-indexed인지 <NUM>-indexed인지 모르겠다. 데이터 라벨 규약 너 아는 거 있어?,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",Encoder.forward는 softmax 안 거치고 raw logit 뱉네. 근데 라벨이 0-indexed인지 1-indexed인지 모르겠다. 데이터 라벨 규약 너 아는 거 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
I want a tiny throwaway profiler to measure peak mem per layer. drop a new helper module under src that wraps a forward pass with <<IDENT>>.max_memory_allocated whenever,2,2,write_file,2,1.0,0,"{""write_file"": 2}",I want a tiny throwaway profiler to measure peak mem per layer. drop a new helper module under src that wraps a forward pass with torch.cuda.max_memory_allocated whenever,0,0,0,0,0,0.7387722812652203,0.0,False,False
I want to consolidate every db query helper under one namespace. which files reach into <<IDENT>>?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",I want to consolidate every db query helper under one namespace. which files reach into lib/db?,0,0,0,0,0,0.7387722812652203,0.0,False,False
README에 레벨별 출력 추가하고싶은데 지금 <IDENT> 어떻게 생겼어,2,2,read_file,2,1.0,0,"{""read_file"": 2}",README에 레벨별 출력 추가하고싶은데 지금 README 어떻게 생겼어,0,0,0,0,0,0.7387722812652203,0.0,False,False
RNNotifications 디펜던시 한 줄 추가해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",RNNotifications 디펜던시 한 줄 추가해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
"Router, get_user_byid, Router... 스네이크케이스로 통일하고싶은데 파이썬 함수 네이밍은 어떤게 표준이지? 잠깐 찾아봐",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","Router, get_user_byid, Router... 스네이크케이스로 통일하고싶은데 파이썬 함수 네이밍은 어떤게 표준이지? 잠깐 찾아봐",0,0,0,0,0,0.7387722812652203,0.0,False,False
Timeout 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘 이 부분만,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",Timeout 때문에 막혔는데 어떻게 접근하면 좋을지 좀 알려줘 이 부분만,0,0,0,0,0,0.7387722812652203,0.0,False,False
